Urban Area,Year,Freeway Daily Vehicle-Miles of Travel,Arterial Street Daily Vehicle-Miles of Travel,Annual Excess Fuel Consumed Total Gallons,Rank,Annual Excess Fuel Consumed Gallons per Auto Commuter,Rank,Annual Hours of Delay per Auto Commuter,Rank,Commuter Stress Index Value,Rank,Annual Congestion Cost Total Dollars (million),Rank
Beaumont TX,1991,1780,1550,783,92,3,89,10,93,1.08,89,71,93
Beaumont TX,1992,1825,1650,877,92,4,86,11,93,1.09,84,78,93
Beaumont TX,1993,1780,1720,1059,92,4,88,13,93,1.1,81,91,92
Beaumont TX,1994,1830,1830,1241,91,5,85,15,91,1.11,78,104,92
Beaumont TX,1995,1940,1950,1334,91,6,81,16,91,1.11,81,109,92
Beaumont TX,1996,2050,2100,1412,92,6,84,16,92,1.11,84,112,91
Beaumont TX,1997,2110,2250,1618,92,7,82,19,91,1.12,82,125,91
Beaumont TX,1998,2200,2400,1795,92,8,78,20,91,1.13,79,137,91
Beaumont TX,1999,2295,2510,1954,92,8,84,22,91,1.14,79,146,91
Beaumont TX,2000,2380,2600,2108,92,9,79,23,89,1.14,81,152,92
Beaumont TX,2001,2470,2700,2293,92,10,79,25,87,1.15,79,161,92
Beaumont TX,2002,2565,2850,2552,92,11,78,27,85,1.16,72,176,90
Beaumont TX,2003,2680,3000,2852,92,12,76,29,83,1.17,68,192,88
Beaumont TX,2004,2770,3090,3040,91,13,75,31,81,1.18,66,200,88
Beaumont TX,2005,2890,3175,3260,89,14,71,32,81,1.18,68,207,88
Beaumont TX,2006,3010,3240,3317,89,14,77,33,79,1.18,72,204,88
Beaumont TX,2007,3000,3250,3368,89,14,78,33,80,1.19,63,202,88
Beaumont TX,2008,2895,3170,3001,93,13,83,29,87,1.17,79,173,91
Beaumont TX,2009,2940,3200,3154,91,13,80,30,84,1.17,76,183,88
Beaumont TX,2010,2973,3253,3279,92,14,78,31,82,1.18,65,187,87
Beaumont TX,2011,2985,3266,3303,92,14,79,31,83,1.18,66,182,87
Beaumont TX,2012,3005,3210,3327,92,14,80,31,84,1.18,66,180,88
Beaumont TX,2013,2963,2655,3500,92,15,78,33,79,1.19,60,187,87
Beaumont TX,2014,2981,2705,3629,92,15,78,34,77,1.19,61,190,88
Birmingham AL,1982,3000,4720,1357,65,2,62,8,73,1.06,66,183,60
Birmingham AL,1983,3350,4805,1419,66,3,42,8,76,1.06,67,186,63
Birmingham AL,1984,3750,4845,1474,67,3,54,9,78,1.06,76,185,64
Birmingham AL,1985,4350,5170,1974,62,4,40,11,72,1.07,66,239,57
Birmingham AL,1986,4675,5295,2157,62,4,48,12,74,1.08,63,257,58
Birmingham AL,1987,4950,5400,2238,65,4,55,13,75,1.08,67,257,59
Birmingham AL,1988,5170,5505,2287,67,4,66,13,80,1.08,74,252,61
Birmingham AL,1989,5400,5580,2321,69,4,72,13,84,1.08,79,244,64
Birmingham AL,1990,5900,5800,2512,71,4,77,14,86,1.08,84,251,64
Birmingham AL,1991,6100,6095,2654,71,5,72,14,88,1.08,89,254,67
Birmingham AL,1992,6360,6375,2930,71,5,77,15,88,1.09,84,272,66
Birmingham AL,1993,6750,6505,3507,68,6,73,18,82,1.1,81,316,66
Birmingham AL,1994,7095,6710,4068,67,7,65,21,75,1.11,78,358,62
Birmingham AL,1995,7310,6805,4559,65,8,62,23,73,1.12,76,390,58
Birmingham AL,1996,7710,6820,4979,63,9,60,25,70,1.13,75,414,57
Birmingham AL,1997,8025,6995,5547,63,10,58,27,66,1.14,73,451,56
Birmingham AL,1998,8325,7165,6183,60,11,56,30,62,1.15,68,495,55
Birmingham AL,1999,8595,7140,6827,58,12,56,32,58,1.16,66,534,54
Birmingham AL,2000,8685,7295,6977,58,12,60,33,57,1.16,70,528,55
Birmingham AL,2001,8685,7415,7060,61,13,58,32,64,1.15,79,520,54
Birmingham AL,2002,8760,7590,7468,59,13,64,32,69,1.16,72,541,54
Birmingham AL,2003,9020,7535,7628,59,14,62,33,69,1.16,74,540,54
Birmingham AL,2004,9270,7435,7809,61,14,68,33,73,1.16,77,539,56
Birmingham AL,2005,9550,7600,7989,61,14,71,33,74,1.16,81,533,56
Birmingham AL,2006,9580,7605,8258,62,15,67,34,73,1.16,83,533,57
Birmingham AL,2007,9715,7630,8449,62,15,72,34,78,1.16,85,531,57
Birmingham AL,2008,9395,7435,8823,60,16,68,35,75,1.17,79,534,56
Birmingham AL,2009,9700,7700,8231,62,15,68,32,79,1.16,82,500,57
Birmingham AL,2010,10160,7900,8445,63,15,71,33,77,1.16,82,505,57
Birmingham AL,2011,10184,7969,8654,62,15,74,33,75,1.16,82,502,56
Birmingham AL,2012,9595,7865,8938,62,16,69,34,72,1.16,84,508,55
Birmingham AL,2013,9833,7571,9081,63,16,71,34,73,1.16,85,508,56
Birmingham AL,2014,10059,7473,9105,63,16,75,34,77,1.17,79,501,56
Boise ID,1982,475,990,241,96,1,86,5,95,1.04,90,28,95
Boise ID,1983,490,1050,349,91,1,86,7,85,1.04,91,39,94
Boise ID,1984,520,1435,439,91,1,87,8,83,1.04,94,47,93
Boise ID,1985,550,1440,454,91,1,90,9,83,1.05,91,47,93
Boise ID,1986,580,1460,471,91,1,91,9,87,1.05,93,48,93
Boise ID,1987,600,1455,489,91,2,86,9,88,1.05,94,48,94
Boise ID,1988,625,1480,642,90,2,86,11,86,1.06,93,61,91
Boise ID,1989,650,1565,765,89,2,89,13,84,1.06,96,69,91
Boise ID,1990,675,1685,945,88,3,87,16,81,1.08,84,81,91
Boise ID,1991,700,1800,965,90,3,89,16,83,1.08,89,80,91
Boise ID,1992,750,2065,1032,90,3,90,16,85,1.08,91,83,92
Boise ID,1993,790,2145,1108,91,3,90,17,85,1.09,90,86,93
Boise ID,1994,830,2240,1177,92,4,90,17,87,1.09,92,89,93
Boise ID,1995,870,2310,1313,92,4,90,18,87,1.09,93,97,93
Boise ID,1996,915,2450,1488,91,5,90,20,85,1.1,90,106,93
Boise ID,1997,1005,2620,1639,91,5,90,21,86,1.11,89,115,92
Boise ID,1998,1170,2750,1847,91,6,90,23,83,1.12,85,127,92
Boise ID,1999,1200,3095,2162,91,7,88,26,78,1.13,83,146,91
Boise ID,2000,1250,3190,2479,90,8,87,28,78,1.15,76,162,88
Boise ID,2001,1300,3310,2884,88,9,86,31,70,1.16,68,183,86
Boise ID,2002,1340,3385,3115,88,10,84,32,69,1.17,67,194,86
Boise ID,2003,1375,3470,3342,86,10,86,32,71,1.17,68,204,86
Boise ID,2004,1465,3500,3708,87,11,85,34,66,1.18,66,220,86
Boise ID,2005,1530,3680,3993,86,12,82,36,58,1.19,58,229,86
Boise ID,2006,1575,3810,4324,85,13,81,37,57,1.2,54,240,86
Boise ID,2007,1620,4045,4643,84,14,78,38,55,1.2,55,251,86
Boise ID,2008,1500,3905,4560,86,14,79,36,66,1.19,65,238,86
Boise ID,2009,1540,4011,4340,86,13,80,33,74,1.18,62,227,86
Boise ID,2010,1592,4159,4432,86,14,78,32,80,1.17,74,228,86
Boise ID,2011,1617,4225,4522,86,14,79,32,81,1.17,76,226,86
Boise ID,2012,1520,4170,4621,86,14,80,32,80,1.17,77,226,86
Boise ID,2013,1674,4173,5005,85,16,71,34,73,1.18,69,241,86
Boise ID,2014,1691,4281,5673,82,18,62,37,66,1.2,57,269,84
Boston MA-NH-RI,1982,20670,20240,24453,7,10,4,31,10,1.22,13,2817,7
Boston MA-NH-RI,1983,21775,20485,25159,7,10,4,31,11,1.22,15,2809,8
Boston MA-NH-RI,1984,22750,20640,27300,7,11,3,34,10,1.24,13,2921,8
Boston MA-NH-RI,1985,23980,20960,29500,7,12,3,36,8,1.25,12,3048,8
Boston MA-NH-RI,1986,25000,20905,31353,7,13,3,38,6,1.26,12,3181,8
Boston MA-NH-RI,1987,26845,21220,33191,6,14,3,40,5,1.27,11,3248,8
Boston MA-NH-RI,1988,28000,21750,35069,6,14,3,41,4,1.27,10,3296,7
Boston MA-NH-RI,1989,29685,22500,37043,6,15,3,43,4,1.28,9,3322,7
Boston MA-NH-RI,1990,29300,23000,38647,5,16,3,44,4,1.29,9,3288,7
Boston MA-NH-RI,1991,29340,23600,38902,7,16,3,44,5,1.29,9,3176,8
Boston MA-NH-RI,1992,29865,24000,39324,7,16,4,44,7,1.29,10,3116,9
Boston MA-NH-RI,1993,29500,24500,40580,7,17,4,45,7,1.29,10,3122,9
Boston MA-NH-RI,1994,29495,25600,42506,8,18,4,47,7,1.3,10,3189,9
Boston MA-NH-RI,1995,29860,27000,43872,9,18,7,48,6,1.31,10,3201,11
Boston MA-NH-RI,1996,29875,28300,46987,9,19,7,51,5,1.32,10,3330,10
Boston MA-NH-RI,1997,30600,29500,51232,7,21,3,55,5,1.34,9,3549,9
Boston MA-NH-RI,1998,32000,30500,55304,7,23,2,57,5,1.35,9,3772,8
Boston MA-NH-RI,1999,33000,31600,56049,8,23,4,58,5,1.36,10,3741,10
Boston MA-NH-RI,2000,34100,32000,58954,7,24,3,61,5,1.37,8,3807,9
Boston MA-NH-RI,2001,35200,32500,60908,8,25,3,62,5,1.38,9,3824,10
Boston MA-NH-RI,2002,36000,32865,62230,8,26,4,63,5,1.38,10,3846,10
Boston MA-NH-RI,2003,37300,34000,63258,9,26,4,64,5,1.38,10,3822,10
Boston MA-NH-RI,2004,38585,34600,64172,10,26,5,64,5,1.38,11,3777,10
Boston MA-NH-RI,2005,40675,35540,65444,11,27,5,64,5,1.38,11,3726,11
Boston MA-NH-RI,2006,40300,35580,66440,11,27,5,64,5,1.38,13,3661,11
Boston MA-NH-RI,2007,40000,35515,67341,11,28,5,64,5,1.38,12,3612,12
Boston MA-NH-RI,2008,39925,35060,65070,11,27,5,61,6,1.37,12,3360,12
Boston MA-NH-RI,2009,40700,34955,64003,11,26,5,59,5,1.36,12,3318,12
Boston MA-NH-RI,2010,42102,34732,67307,11,28,4,61,5,1.37,12,3432,11
Boston MA-NH-RI,2011,42357,34942,68658,11,28,5,62,6,1.38,11,3394,11
Boston MA-NH-RI,2012,40905,35240,70078,11,29,4,63,6,1.38,13,3394,11
Boston MA-NH-RI,2013,41470,36019,70862,11,29,4,63,6,1.38,14,3382,11
Boston MA-NH-RI,2014,41097,36127,71602,11,30,4,64,6,1.38,14,3363,11
Boulder CO,1982,250,825,261,94,2,62,8,73,1.05,80,26,96
Boulder CO,1983,275,855,288,94,2,68,9,70,1.06,67,28,96
Boulder CO,1984,310,860,318,94,3,54,10,70,1.06,76,29,98
Boulder CO,1985,350,870,362,94,3,63,11,72,1.07,66,32,97
Boulder CO,1986,360,875,405,93,3,71,12,74,1.08,63,35,97
Boulder CO,1987,380,880,464,92,4,55,14,64,1.09,59,39,97
Boulder CO,1988,330,900,524,93,4,66,15,67,1.1,55,42,96
Boulder CO,1989,360,920,578,93,5,57,16,69,1.1,63,44,97
Boulder CO,1990,370,960,619,94,5,64,17,71,1.11,59,45,97
Boulder CO,1991,375,1000,688,94,6,58,19,69,1.12,54,48,97
Boulder CO,1992,385,1050,745,94,6,63,20,68,1.13,51,51,97
Boulder CO,1993,390,1070,820,94,7,59,22,68,1.15,47,54,97
Boulder CO,1994,405,1080,943,93,8,56,23,69,1.16,47,61,96
Boulder CO,1995,425,1090,994,94,8,62,24,70,1.16,50,62,96
Boulder CO,1996,440,1100,1028,94,9,60,25,70,1.17,49,62,97
Boulder CO,1997,480,1105,1084,96,9,68,26,69,1.18,48,64,96
Boulder CO,1998,500,1115,1169,95,10,66,28,66,1.19,45,68,97
Boulder CO,1999,530,1125,1311,94,11,63,29,69,1.2,42,75,96
Boulder CO,2000,570,1130,1362,95,12,60,30,69,1.21,40,75,96
Boulder CO,2001,600,1140,1470,95,12,66,32,64,1.22,40,79,97
Boulder CO,2002,630,1145,1629,95,14,55,33,61,1.23,39,86,97
Boulder CO,2003,675,1150,1691,95,14,62,34,62,1.24,39,88,98
Boulder CO,2004,685,1160,1771,96,15,59,34,66,1.23,41,89,97
Boulder CO,2005,670,1165,1814,97,15,65,35,65,1.24,40,88,98
Boulder CO,2006,705,1165,1866,97,16,60,36,61,1.25,39,88,98
Boulder CO,2007,700,1125,1958,97,17,57,36,68,1.25,39,90,99
Boulder CO,2008,665,1030,2039,96,17,61,37,61,1.26,38,90,98
Boulder CO,2009,670,1020,1882,97,16,61,34,68,1.23,39,84,99
Boulder CO,2010,673,1025,1951,97,17,58,35,66,1.24,39,85,99
Boulder CO,2011,682,1039,2004,97,17,62,35,68,1.24,39,85,99
Boulder CO,2012,660,1000,2051,97,17,65,35,70,1.24,39,85,99
Boulder CO,2013,630,988,2121,96,18,57,35,70,1.24,39,87,99
Boulder CO,2014,610,1025,2204,96,19,51,35,72,1.24,40,89,98
Bridgeport-Stamford CT-NY,1982,5470,3975,3215,38,4,28,16,28,1.18,20,427,33
Bridgeport-Stamford CT-NY,1983,5575,4010,3328,38,4,29,16,32,1.19,20,428,35
Bridgeport-Stamford CT-NY,1984,6040,4040,4009,35,5,22,19,27,1.21,18,495,31
Bridgeport-Stamford CT-NY,1985,6500,4100,4454,37,6,17,21,22,1.23,17,531,31
Bridgeport-Stamford CT-NY,1986,6700,4160,4751,37,6,23,22,24,1.24,15,556,32
Bridgeport-Stamford CT-NY,1987,7125,4195,4942,39,6,27,23,25,1.24,15,558,34
Bridgeport-Stamford CT-NY,1988,7370,4210,5176,39,7,21,24,26,1.25,14,561,36
Bridgeport-Stamford CT-NY,1989,7400,4255,5742,39,8,18,26,24,1.27,10,594,37
Bridgeport-Stamford CT-NY,1990,7300,4300,5999,41,8,25,27,25,1.28,10,589,37
Bridgeport-Stamford CT-NY,1991,7150,4345,6242,43,8,31,28,25,1.28,10,588,39
Bridgeport-Stamford CT-NY,1992,7455,4430,6658,43,9,28,30,25,1.3,9,608,40
Bridgeport-Stamford CT-NY,1993,7480,4505,7214,42,9,41,32,22,1.31,9,640,41
Bridgeport-Stamford CT-NY,1994,7700,4610,7772,41,10,37,34,19,1.33,8,672,40
Bridgeport-Stamford CT-NY,1995,7985,4750,8170,42,11,35,35,20,1.33,8,687,40
Bridgeport-Stamford CT-NY,1996,8100,4860,8900,42,12,31,37,20,1.35,7,727,40
Bridgeport-Stamford CT-NY,1997,8400,5005,9648,42,13,27,39,20,1.37,6,771,40
Bridgeport-Stamford CT-NY,1998,8700,5210,10419,42,14,27,41,17,1.38,6,820,39
Bridgeport-Stamford CT-NY,1999,9000,5430,10944,43,14,34,42,18,1.39,6,842,40
Bridgeport-Stamford CT-NY,2000,9300,5620,11626,44,15,33,43,19,1.4,6,866,40
Bridgeport-Stamford CT-NY,2001,9700,5860,12387,44,16,31,45,17,1.41,6,897,42
Bridgeport-Stamford CT-NY,2002,10170,6090,13211,44,17,31,46,18,1.42,6,942,40
Bridgeport-Stamford CT-NY,2003,10000,6200,14111,43,18,25,48,16,1.43,6,983,40
Bridgeport-Stamford CT-NY,2004,10200,6185,14666,43,19,23,49,17,1.44,6,995,39
Bridgeport-Stamford CT-NY,2005,10380,6180,15098,42,20,19,49,21,1.45,5,991,39
Bridgeport-Stamford CT-NY,2006,10490,6190,15292,42,20,22,49,21,1.44,6,972,39
Bridgeport-Stamford CT-NY,2007,10550,6230,15670,42,20,26,50,19,1.45,6,969,39
Bridgeport-Stamford CT-NY,2008,10335,6085,16111,45,21,24,51,17,1.46,5,959,40
Bridgeport-Stamford CT-NY,2009,10125,5902,15110,45,20,24,47,16,1.43,7,903,41
Bridgeport-Stamford CT-NY,2010,10692,5929,15304,45,20,27,47,17,1.43,8,900,41
Bridgeport-Stamford CT-NY,2011,10873,5974,15541,45,20,30,47,18,1.43,8,886,41
Bridgeport-Stamford CT-NY,2012,10410,5980,15883,45,21,25,48,19,1.44,7,887,42
Bridgeport-Stamford CT-NY,2013,10214,5794,16298,45,21,27,49,19,1.44,7,897,42
Bridgeport-Stamford CT-NY,2014,10030,5649,16586,45,22,23,49,19,1.44,7,898,42
Brownsville TX,1982,110,480,74,100,0,99,2,99,1.03,98,8,100
Brownsville TX,1983,125,525,75,100,0,99,2,99,1.03,99,8,101
Brownsville TX,1984,135,540,83,100,1,87,2,99,1.03,99,8,101
Brownsville TX,1985,140,550,93,100,1,90,3,99,1.03,99,9,101
Brownsville TX,1986,175,550,122,100,1,91,3,99,1.04,98,11,100
Brownsville TX,1987,195,570,132,100,1,93,3,99,1.04,98,12,100
Brownsville TX,1988,210,590,165,100,1,94,4,99,1.05,97,14,100
Brownsville TX,1989,225,620,186,100,1,97,5,99,1.05,98,15,100
Brownsville TX,1990,235,640,188,100,1,98,5,99,1.05,98,15,100
Brownsville TX,1991,230,660,193,100,1,98,4,99,1.05,98,15,101
Brownsville TX,1992,245,680,197,101,1,98,4,99,1.05,99,14,101
Brownsville TX,1993,270,705,215,101,1,99,5,99,1.05,100,15,101
Brownsville TX,1994,290,775,266,101,2,96,5,99,1.05,100,18,101
Brownsville TX,1995,330,840,322,101,2,97,6,99,1.06,100,22,101
Brownsville TX,1996,370,875,376,101,2,97,7,99,1.06,100,25,101
Brownsville TX,1997,430,900,433,101,3,97,7,99,1.06,100,28,101
Brownsville TX,1998,470,950,512,100,3,97,8,99,1.07,100,32,101
Brownsville TX,1999,515,1020,544,100,3,98,9,99,1.07,100,33,101
Brownsville TX,2000,560,1100,786,99,5,94,12,97,1.1,96,47,100
Brownsville TX,2001,600,1160,858,99,5,95,12,97,1.1,97,50,100
Brownsville TX,2002,630,1215,939,99,6,94,13,97,1.11,97,54,100
Brownsville TX,2003,675,1290,1078,98,7,93,15,96,1.12,94,60,100
Brownsville TX,2004,710,1360,1301,98,8,93,18,96,1.14,89,71,99
Brownsville TX,2005,745,1430,1436,98,9,93,19,96,1.14,91,75,99
Brownsville TX,2006,770,1510,1545,98,9,94,20,96,1.15,89,78,100
Brownsville TX,2007,800,1600,1671,99,10,94,21,96,1.16,85,83,100
Brownsville TX,2008,790,1505,1790,99,11,92,23,92,1.17,79,85,99
Brownsville TX,2009,810,1513,1714,99,10,92,21,93,1.16,82,82,100
Brownsville TX,2010,830,1496,1785,99,11,91,22,92,1.16,82,84,100
Brownsville TX,2011,800,1517,1837,99,11,92,22,93,1.16,82,84,100
Brownsville TX,2012,750,1505,1847,99,11,92,22,93,1.16,84,82,100
Brownsville TX,2013,754,1508,1857,99,11,92,22,93,1.16,85,82,100
Brownsville TX,2014,724,1568,1866,99,11,92,21,94,1.16,86,81,100
Buffalo NY,1982,3980,4630,3198,39,5,16,10,58,1.05,80,346,40
Buffalo NY,1983,3775,4750,3260,39,5,19,11,57,1.06,67,342,41
Buffalo NY,1984,4000,4900,3634,39,5,22,12,56,1.06,76,366,41
Buffalo NY,1985,4280,5000,4068,38,6,17,13,57,1.07,66,395,39
Buffalo NY,1986,4475,5150,4161,40,6,23,14,58,1.07,72,397,42
Buffalo NY,1987,4680,5300,4300,41,6,27,14,64,1.07,78,396,45
Buffalo NY,1988,4890,5500,4803,42,7,21,15,67,1.07,82,424,44
Buffalo NY,1989,5000,5600,5464,41,8,18,17,63,1.08,79,460,43
Buffalo NY,1990,4950,5790,5875,43,9,16,18,67,1.09,75,470,44
Buffalo NY,1991,5265,5840,6099,44,9,22,19,69,1.09,78,468,45
Buffalo NY,1992,5365,6025,6333,44,9,28,19,74,1.09,84,472,48
Buffalo NY,1993,5580,6200,6762,45,10,24,20,74,1.1,81,489,48
Buffalo NY,1994,5645,6500,7276,45,11,20,22,72,1.1,87,513,48
Buffalo NY,1995,5565,6800,7569,45,11,35,22,76,1.1,88,519,49
Buffalo NY,1996,5530,7100,7919,45,12,31,23,74,1.11,84,527,50
Buffalo NY,1997,5700,7500,8776,45,13,27,25,73,1.12,82,571,48
Buffalo NY,1998,5850,7950,10162,43,15,17,28,66,1.13,79,652,46
Buffalo NY,1999,6050,8115,11591,42,17,12,32,58,1.15,74,727,46
Buffalo NY,2000,6365,7890,12465,41,18,12,33,57,1.15,76,756,45
Buffalo NY,2001,6380,7800,12741,42,19,11,34,53,1.16,68,752,45
Buffalo NY,2002,6435,7850,13284,43,20,11,35,53,1.16,72,772,45
Buffalo NY,2003,6720,8000,13412,45,20,12,35,57,1.16,74,762,47
Buffalo NY,2004,6725,8300,13504,45,20,14,36,57,1.16,77,747,49
Buffalo NY,2005,6720,8700,13591,46,20,19,36,58,1.17,76,727,49
Buffalo NY,2006,6870,9235,13607,46,20,22,36,61,1.17,77,705,50
Buffalo NY,2007,6760,9645,13823,47,20,26,37,60,1.17,80,697,50
Buffalo NY,2008,6595,9540,13335,48,20,30,36,66,1.17,79,647,51
Buffalo NY,2009,6700,9400,13447,48,20,24,37,55,1.17,76,655,50
Buffalo NY,2010,6938,9613,13509,47,20,27,37,54,1.17,74,647,51
Buffalo NY,2011,6931,9604,13757,47,20,30,38,50,1.17,76,639,51
Buffalo NY,2012,6560,9515,13870,47,21,25,38,50,1.18,66,631,51
Buffalo NY,2013,6662,9409,13983,47,21,27,39,50,1.18,69,627,51
Buffalo NY,2014,6709,9164,14053,49,21,32,40,49,1.18,71,620,52
Cape Coral FL,1982,170,1400,540,85,1,86,10,58,1.06,66,68,84
Cape Coral FL,1983,180,1470,596,84,1,86,11,57,1.07,59,72,83
Cape Coral FL,1984,190,1590,628,85,1,87,11,64,1.07,62,73,85
Cape Coral FL,1985,205,1650,709,84,2,82,12,63,1.07,66,80,85
Cape Coral FL,1986,210,1745,816,84,2,84,13,65,1.08,63,90,83
Cape Coral FL,1987,225,1810,873,85,2,86,13,75,1.08,67,93,83
Cape Coral FL,1988,235,1975,990,86,2,86,15,67,1.09,66,101,83
Cape Coral FL,1989,255,2035,1123,85,3,84,16,69,1.1,63,110,83
Cape Coral FL,1990,270,2075,1226,86,3,87,17,71,1.11,59,114,83
Cape Coral FL,1991,295,2205,1320,86,3,89,19,69,1.11,67,117,83
Cape Coral FL,1992,330,2430,1423,86,3,90,19,74,1.12,65,123,84
Cape Coral FL,1993,335,2775,1498,87,3,90,20,74,1.12,68,125,86
Cape Coral FL,1994,340,3100,1574,88,4,90,21,75,1.13,65,129,87
Cape Coral FL,1995,350,3465,1769,88,4,90,23,73,1.14,61,141,85
Cape Coral FL,1996,400,3595,1872,88,4,91,23,74,1.14,68,144,85
Cape Coral FL,1997,550,3650,2051,88,5,90,25,73,1.15,63,155,85
Cape Coral FL,1998,700,3900,2219,88,5,91,25,75,1.15,68,165,86
Cape Coral FL,1999,850,4100,2509,88,6,91,27,73,1.16,66,182,85
Cape Coral FL,2000,950,4300,2768,86,6,92,29,72,1.17,63,195,84
Cape Coral FL,2001,1100,4500,3064,85,7,92,30,74,1.18,57,209,84
Cape Coral FL,2002,1300,4800,3408,84,8,91,31,75,1.18,60,229,83
Cape Coral FL,2003,1500,5100,3758,84,9,90,31,77,1.19,53,247,84
Cape Coral FL,2004,1795,5325,4068,83,9,91,32,77,1.19,55,261,83
Cape Coral FL,2005,1875,5600,4415,83,10,89,33,74,1.2,53,274,82
Cape Coral FL,2006,1900,5950,4954,81,11,89,34,73,1.2,54,297,81
Cape Coral FL,2007,1845,6155,5641,78,13,82,37,60,1.22,45,329,79
Cape Coral FL,2008,1645,5965,5864,78,14,79,38,56,1.23,44,330,76
Cape Coral FL,2009,1700,5900,5405,78,13,80,34,68,1.2,52,305,77
Cape Coral FL,2010,1763,5780,5499,78,13,83,34,71,1.2,53,305,78
Cape Coral FL,2011,1793,5879,5504,78,13,84,33,75,1.2,53,296,79
Cape Coral FL,2012,1730,5860,5548,78,13,86,32,80,1.19,60,293,79
Cape Coral FL,2013,1768,5808,5591,81,13,86,31,84,1.18,69,291,79
Cape Coral FL,2014,1787,5936,5637,83,13,86,30,86,1.18,71,288,79
Charleston-North Charleston SC,1982,850,3500,1554,60,3,36,15,33,1.12,33,199,57
Charleston-North Charleston SC,1983,925,3665,1710,61,4,29,16,32,1.12,34,212,57
Charleston-North Charleston SC,1984,1130,3715,1978,59,4,34,18,30,1.13,34,235,55
Charleston-North Charleston SC,1985,1340,3800,2112,59,5,29,19,30,1.14,33,242,56
Charleston-North Charleston SC,1986,1360,3865,2378,57,5,33,20,31,1.15,33,268,56
Charleston-North Charleston SC,1987,1570,4000,2518,59,6,27,21,30,1.15,33,274,56
Charleston-North Charleston SC,1988,1685,4125,2780,57,6,31,23,28,1.16,33,290,57
Charleston-North Charleston SC,1989,1705,4260,2985,58,7,29,24,28,1.17,34,297,57
Charleston-North Charleston SC,1990,1900,4380,3191,61,7,38,25,34,1.17,36,301,57
Charleston-North Charleston SC,1991,1950,4500,3444,64,8,31,26,36,1.18,36,312,60
Charleston-North Charleston SC,1992,2050,4660,3732,64,8,47,28,31,1.19,34,328,58
Charleston-North Charleston SC,1993,2140,4720,4009,65,9,41,29,32,1.2,33,342,59
Charleston-North Charleston SC,1994,2260,4850,4360,64,10,37,31,32,1.21,33,363,58
Charleston-North Charleston SC,1995,2350,4925,4600,64,10,44,32,34,1.22,33,373,59
Charleston-North Charleston SC,1996,2405,5000,4841,65,11,41,33,38,1.22,34,381,62
Charleston-North Charleston SC,1997,2475,5075,5018,64,11,49,34,38,1.23,34,386,62
Charleston-North Charleston SC,1998,2615,5175,5174,65,12,47,34,43,1.23,35,392,62
Charleston-North Charleston SC,1999,2700,5250,5481,66,12,56,36,40,1.24,34,406,62
Charleston-North Charleston SC,2000,2815,5375,5879,65,13,53,37,40,1.24,36,421,63
Charleston-North Charleston SC,2001,2865,5500,6028,67,13,58,37,44,1.24,37,420,64
Charleston-North Charleston SC,2002,3000,5600,6241,68,14,55,37,45,1.25,36,428,64
Charleston-North Charleston SC,2003,3130,5700,6576,68,15,52,39,43,1.25,37,441,65
Charleston-North Charleston SC,2004,3230,5775,6818,68,15,59,39,43,1.26,35,445,64
Charleston-North Charleston SC,2005,3475,5820,7028,70,16,55,40,42,1.26,38,444,65
Charleston-North Charleston SC,2006,3610,6040,7392,69,16,60,41,42,1.27,36,452,64
Charleston-North Charleston SC,2007,3645,6170,7735,67,17,57,43,36,1.27,37,460,62
Charleston-North Charleston SC,2008,3595,5900,8108,67,18,51,44,33,1.28,32,465,61
Charleston-North Charleston SC,2009,3610,5900,8092,65,18,45,43,28,1.27,33,466,60
Charleston-North Charleston SC,2010,3677,5897,8264,65,18,48,42,34,1.27,33,468,60
Charleston-North Charleston SC,2011,3754,6021,8593,64,19,44,42,35,1.27,33,471,60
Charleston-North Charleston SC,2012,3705,5995,8798,63,20,36,42,36,1.27,33,473,60
Charleston-North Charleston SC,2013,3822,5968,8905,64,20,40,41,44,1.26,34,472,60
Charleston-North Charleston SC,2014,3971,6141,9024,64,20,44,41,45,1.27,33,470,59
Charlotte NC-SC,1982,1410,3290,1279,67,2,62,14,40,1.13,30,176,64
Charlotte NC-SC,1983,1510,3400,1434,65,2,68,16,32,1.14,31,191,62
Charlotte NC-SC,1984,1600,3700,1609,65,2,78,17,34,1.15,31,205,62
Charlotte NC-SC,1985,1650,4000,1775,67,2,82,18,35,1.15,31,219,61
Charlotte NC-SC,1986,1780,4100,2072,66,3,71,19,37,1.16,31,250,59
Charlotte NC-SC,1987,1800,4220,2327,62,3,77,21,30,1.17,31,271,58
Charlotte NC-SC,1988,1915,4300,2574,61,3,79,22,32,1.17,32,288,58
Charlotte NC-SC,1989,2270,4390,2854,60,4,72,24,28,1.18,31,305,55
Charlotte NC-SC,1990,2650,4500,3177,62,4,77,26,27,1.19,28,322,55
Charlotte NC-SC,1991,2800,4605,3642,59,5,72,28,25,1.21,27,354,55
Charlotte NC-SC,1992,3300,4700,4017,61,5,77,29,28,1.21,29,379,54
Charlotte NC-SC,1993,3700,4795,4353,61,5,79,30,29,1.22,30,399,53
Charlotte NC-SC,1994,4095,4875,4656,61,6,79,31,32,1.22,31,416,53
Charlotte NC-SC,1995,4485,4960,5030,61,6,81,32,34,1.23,31,437,55
